The date,Region,The town/village,County/City,Initial year of exploitation ,Building Total Area,Room volume,Average floor height,Reference area,Above-ground floors,Underground floor,Mansard,Roof floor,Initial energy class ,Energy consumption before,Heat energy consumption before,Carbon dioxide emissions before,Carrying out construction works ,Reconstruction of engineering systems,Water heating system,Heat installation,Energy class after,Heat energy consumption after,Consumption for hot water after,Consumption for mechanical ventilation after,Consumption for lighting after,Consumption for cooling after,Energy consumption after,Heat saving for heating,Total energy consumption saving,Saving of heat energy ,Primary non-renewable energy,Primary total energy consumption,Almost zero energy building,Carbon dioxide emission tons after,Carbon dioxide emission after,Area of the external surface,Average heat transfer coefficient,Average heat transfer coefficient_1,Building calculated heat loss coefficient,Building allowable heat loss coefficient,Indoor temperature heating,Indoor temperature for cooling,Air exchange rate,Ventilation heat loss coefficient,Energy resource for heating 1,Energy resource for heating 2,Energy resource for hot water 1,Energy resource for hot water 2,Energy resource for ventilation,Energy resource for cooling 1,Energy resource for cooling 2,CO2 emission factor for heating 1,CO2 emission factor for heating 2,CO2 emission factor for hot water 1,CO2 emission factor for hot water 2,CO2 emission factor for ventilation,CO2 emission factor for cooling 1,CO2 emission factor for cooling 2,Non-renewable factor for heating 1,Non-renewable factor for heating 2,Non-renewable factor for water 1,Non-renewable factor for water 2,Non-renewable factor for ventilation,Non-renewable factor for cooling 1,Non-renewable factor for cooling 2,Renewable factor for heating 1,Renewable factor for heating 2,Renewable factor for water 1,Renewable factor for water 2,Renewable factor for ventilation,Renewable factor for cooling 1,Renewable factor for cooling 2,Total factor for heating 1,Total factor for heating 2,Total factor for water 1,Total factor for water 2,Total factor for ventilation,Total factor for cooling 1,Total factor for cooling 2
2021,Kurzemes,town67,county39,1995,167.4,279.0,2.6,107.5,2,1,0,0,F,215.8,185.8,45.89,1,0,0,0,C,88,30,0,0,20,138,97.8,77.8,52.64,174.0,186.0,0,2.93,27.26,343.0,0.23,0.28,0.99,1.24,18.0,0,0.45,0.39,Gas,-,Gas,-,-,Electricity from the grid,-,202.0,-,202,-,-,109,-,1.1,-,1.1,-,-,1.9,-,0.0,-,0,-,-,0.6,-,1.1,-,1.1,-,-,2.5,-
2021,Vidzemes,town90,county31,1933,139.8,306.74,2.45,133.6,1,1,0,0,F,179.5,157.5,40.59,1,1,0,0,C,85,25,3,0,0,114,72.5,65.5,46.03,143.0,147.0,0,3.11,24.84,452.0,0.24,0.25,0.94,1.14,20.0,27,0.48,0.11,Electricity from the grid,Gas,Electricity from the grid,Gas,Electricity from the grid,-,-,109.0,202,109,202,109,-,-,1.9,1.1,1.9,1.1,1.9,-,-,0.6,0,0.6,0,0.6,-,-,2.5,1.1,2.5,1.1,2.5,-,-
2021,Vidzemes,town91,county56,1999,78.0,296.75,2.5,69.6,1,0,0,0,F,410.44,394.89,16.42,1,1,0,1,A,59,28,3,0,0,89,335.89,321.44,85.06,4.0,54.0,1,0.03,0.28,351.0,0.2,0.3,0.7,0.8,20.0,25,0.4,0.07,"Aerothermal, geothermal, hydrothermal and marine energy, hydropower",-,"Aerothermal, geothermal, hydrothermal and marine energy, hydropower",-,Electricity from the grid,-,-,0.0,-,0,-,109,-,-,0.0,-,0,-,1.9,-,-,1.0,-,1,-,0.6,-,-,1.0,-,1,-,2.5,-,-
2021,Kurzemes,town92,county20,1990,123.1,287.25,2.5,114.9,2,0,0,0,D,162.0,141.0,8.0,1,0,0,0,B,68,19,0,0,0,87,73.0,75.0,51.77,21.0,123.0,0,0.48,4.15,282.0,0.34,0.3,0.86,0.88,20.5,22.7,0.35,0.3,Solid biofuel,-,Electricity from the grid,Solid biofuel,-,-,-,40.0,-,109,40,-,-,-,0.2,-,1.9,0.2,-,-,-,1.0,-,0.6,1,-,-,-,1.2,-,2.5,1.2,-,-,-
2021,Kurzemes,town93,county8,1960,65.3,263.17,2.56,65.3,2,0,0,0,D,181.0,147.0,13.0,1,0,0,0,B,75,23,0,0,0,98,72.0,83.0,48.98,67.0,196.0,0,0.74,7.15,271.0,0.41,0.3,1.12,0.97,20.5,21.3,0.35,0.3,Solid biofuel,-,Electricity from the grid,-,-,-,-,40.0,-,109,-,-,-,-,0.2,-,1.9,-,-,-,-,1.0,-,0.6,-,-,-,-,1.2,-,2.5,-,-,-,-
2021,Zemgales,town94,county57,2002,280.63,589.0,2.76,213.5,2,1,0,0,D,136.82,122.46,5.47,1,1,0,1,C,90,14,0,0,0,104,32.46,32.82,26.51,143.0,143.0,0,0.43,2.03,430.0,0.57,0.57,1.14,1.14,19.0,25,0.38,0.3,Wood/wood waste,-,Wood/wood waste,-,-,-,-,15.6,-,15.6,-,-,-,-,1.1,-,1.1,-,-,-,-,0.0,-,0,-,-,-,-,1.1,-,1.1,-,-,-,-
2021,Rīgas,town95,county27,1928,91.7,242.6,2.75,88.2,1,0,0,0,D,170.0,142.0,11.0,1,1,1,0,C,87,28,0,3,0,118,55.0,52.0,38.73,1.0,13.0,0,0.08,1.0,303.0,0.4,0.21,1.38,1.18,20.0,24,0.35,0.33,Vides enerģija,-,Vides enerģija,Electricity from the grid,-,-,-,0.0,-,0,109,-,-,-,0.0,-,0,1.9,-,-,-,1.0,-,1,0.6,-,-,-,1.0,-,1,2.5,-,-,-
2021,Rīgas,town96,county44,2016,166.1,336.8,2.5,134.7,2,0,0,1,C,111.8,76.2,4.59,0,1,0,1,B,54,22,0,0,17,92,22.4,19.5,29.3,23.0,114.0,0,0.49,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Rīgas,town76,county41,1960,109.94,331.78,2.42,115.04,2,0,1,0,F,313.44,286.08,12.54,1,1,0,0,B,65,25,0,0,0,90,221.08,223.44,77.28,22.0,134.0,0,0.62,4.49,448.0,0.22,0.27,0.73,0.9,19.0,25,0.37,0.3,Solid biofuel,-,Solid biofuel,-,-,-,-,40.0,-,40,-,-,-,-,0.2,-,0.2,-,-,-,-,1.0,-,1,-,-,-,-,1.2,-,1.2,-,-,-,-
2021,Zemgales,town51,county38,1994,223.7,285.84,2.4,119.1,1,1,1,0,E,184.3,155.1,37.23,1,1,0,0,C,72,29,0,0,0,101,83.13,83.1,53.6,,120.0,0,2.65,21.98,316.0,0.29,0.28,0.8,1.07,21.0,-,0.4,0.32,Gas,-,Gas,-,-,-,-,202.0,-,202,-,-,-,-,1.1,-,1.1,-,-,-,-,0.0,-,0,-,-,-,-,1.1,-,1.1,-,-,-,-
2021,Rīgas,town97,county51,2007,171.8,368.0,2.5,147.4,1,0,0,0,E,170.98,152.92,0.0,1,0,0,0,C,82,26,0,0,0,109,70.92,61.98,46.38,0.0,63.0,0,0.0,0.0,577.0,0.36,0.36,1.38,1.38,20.0,25,0.3,0.3,"Aerothermal, geothermal, hydrothermal and marine energy, hydropower",-,"Aerothermal, geothermal, hydrothermal and marine energy, hydropower",-,-,-,-,0.0,-,0,-,-,-,-,0.0,-,0,-,-,-,-,1.0,-,1,-,-,-,-,1.0,-,1,-,-,-,-
2021,Rīgas,town98,county58,1997,94.5,211.25,2.5,84.5,2,1,0,0,D,165.9,110.1,6.78,1,1,0,0,C,81,30,0,0,25,136,29.1,29.9,26.43,183.0,198.0,0,0.4,4.68,295.0,0.29,0.28,1.05,1.23,20.0,20,0.45,0.38,Wood/wood waste,-,Wood/wood waste,-,-,Electricity from the grid,-,15.6,-,15.6,-,-,109,-,1.1,-,1.1,-,-,1.9,-,0.0,-,0,-,-,0.6,-,1.1,-,1.1,-,-,2.5,-
2021,Zemgales,town2,county2,2004,140.5,324.0,2.5,129.6,2,0,0,1,D,130.4,96.9,5.57,1,0,0,0,C,72,22,0,0,12,105,25.3,25.2,26.11,27.0,137.0,0,0.58,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Zemgales,town99,county59,1986,118.1,271.6,2.3,118.1,2,0,0,1,D,169.7,139.7,7.66,1,0,0,0,C,84,24,0,0,6,114,55.5,56.0,39.73,27.0,156.0,0,0.6,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Rīga,town22,county13,1963,210.1,497.3,2.8,177.6,2,1,0,0,E,160.8,139.3,32.58,1,0,0,0,C,78,22,0,0,0,99,61.4,61.4,44.08,126.0,129.0,0,3.89,21.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Rīgas,town100,county60,1983,131.1,235.67,2.57,91.7,1,1,0,0,F,493.9,464.3,25.33,1,1,0,0,C,90,31,4,0,0,125,374.3,368.9,80.62,62.0,206.0,0,0.68,7.37,374.0,0.23,0.25,1.05,1.39,20.0,25,0.48,0.09,Electricity from the grid,Solid biofuel,Electricity from the grid,Solid biofuel,Electricity from the grid,-,-,109.0,40,109,40,109,-,-,1.9,0.2,1.9,0.2,1.9,-,-,0.6,1,0.6,1,0.6,-,-,2.5,1.2,2.5,1.2,2.5,-,-
2021,Latgales,town101,county61,1955,135.62,337.53,2.6,129.82,2,1,0,1,E,168.3,134.6,7.52,1,1,0,0,C,86,26,0,0,7,165,48.6,3.3,36.11,165.0,169.0,0,0.38,2.9,360.0,0.3,0.28,0.9,1.03,19.0,24,0.4,0.35,Wood/wood waste,-,Wood/wood waste,-,-,Electricity from the grid,-,15.6,-,15.6,-,-,109,-,1.1,-,1.1,-,-,1.9,-,0.0,-,0,-,-,0.6,-,1.1,-,1.1,-,-,2.5,-
2021,Latgales,town102,county49,1936,103.7,241.68,2.65,91.2,1,0,0,0,F,252.1,196.2,13.94,1,0,0,0,C,78,56,0,0,0,134,118.12,118.12,60.2,132.0,296.0,0,1.03,11.3,343.0,0.22,0.27,0.95,1.38,20.0,-,0.4,0.36,Wood stove,-,Electricity from the grid,-,-,-,-,40.0,-,109,-,-,-,-,0.2,-,1.9,-,-,-,-,1.0,-,0.6,-,-,-,-,1.2,-,2.5,-,-,-,-
2021,Kurzemes,town52,county39,1963,57.3,139.75,2.5,55.9,1,0,0,0,D,204.0,146.0,13.0,1,0,0,0,B,72,58,0,0,0,130,74.0,74.0,50.68,39.0,239.0,0,0.45,7.99,199.0,0.37,0.26,1.33,1.13,20.3,22.3,0.35,0.3,Solid biofuel,-,Solid biofuel,-,-,-,-,40.0,-,40,-,-,-,-,0.2,-,0.2,-,-,-,-,1.0,-,1,-,-,-,-,1.2,-,1.2,-,-,-,-
2021,Zemgales,town70,county50,2007,134.0,361.8,2.7,134.0,2,0,1,0,E,145.87,125.03,29.47,1,1,0,0,C,94,21,0,0,0,73,31.03,72.87,24.82,114.0,114.0,0,2.83,21.1,337.0,0.37,0.37,0.93,0.93,19.0,25,0.41,0.35,Gas,-,Gas,-,-,-,-,202.0,-,202,-,-,-,-,1.1,-,1.1,-,-,-,-,0.0,-,0,-,-,-,-,1.1,-,1.1,-,-,-,-
2021,Rīgas,town103,county27,1995,249.2,359.55,2.25,159.8,2,1,0,0,C,91.0,76.0,4.0,1,1,0,0,A,44,15,0,0,0,59,32.0,32.0,42.11,16.0,81.0,0,0.38,2.4,346.0,0.32,0.32,0.7,0.79,20.5,21.3,0.35,0.27,Solid biofuel,-,Termālā enerģija,Electricity from the grid,-,-,-,40.0,-,0,109,-,-,-,0.2,-,0,1.9,-,-,-,1.0,-,1,0.6,-,-,-,1.2,-,1,2.5,-,-,-
2021,Vidzemes,town104,county62,1987,196.6,390.3,2.3,169.7,2,1,0,1,D,143.3,112.6,6.55,1,0,0,0,C,90,19,0,0,12,120,23.0,23.0,20.43,26.0,152.0,0,0.83,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Zemgales,town105,county63,1988,126.0,326.0,2.5,130.5,2,0,1,0,E,150.2,132.33,6.01,1,1,0,0,C,89,18,0,0,0,107,43.33,43.2,32.74,147.0,147.0,0,0.27,2.09,362.0,0.48,0.48,1.34,1.34,19.0,25,0.35,0.3,Wood/wood waste,-,Wood/wood waste,-,-,-,-,15.6,-,15.6,-,-,-,-,1.1,-,1.1,-,-,-,-,0.0,-,0,-,-,-,-,1.1,-,1.1,-,-,-,-
2021,Vidzemes,town106,county64,1930,116.0,287.0,2.9,99.0,1,1,0,0,D,174.0,149.0,13.0,1,1,1,0,C,83,31,0,0,0,114,66.0,60.0,44.3,26.0,139.0,0,0.47,4.71,294.0,0.39,0.26,1.16,0.83,20.0,24,0.35,0.35,Solid biofuel,-,Electricity from the grid,Solid biofuel,-,-,-,40.0,-,109,40,-,-,-,0.2,-,1.9,0.2,-,-,-,1.0,-,0.6,1,-,-,-,1.2,-,2.5,1.2,-,-,-
2021,Zemgales,town107,county14,1959,102.0,255.0,2.5,102.0,2,0,1,0,D,156.1,125.7,6.82,1,1,0,0,C,81,25,0,0,6,113,44.7,43.1,35.56,141.0,144.0,0,0.25,2.46,332.0,0.29,0.28,1.04,1.26,20.0,24,0.4,0.34,Wood/wood waste,-,Wood/wood waste,-,-,Electricity from the grid,-,15.6,-,15.6,-,-,109,-,1.1,-,1.1,-,-,1.9,-,0.0,-,0,-,-,0.6,-,1.1,-,1.1,-,-,2.5,-
2021,Vidzemes,town50,county26,1983,66.29,149.59,2.4,62.33,2,1,0,0,D,192.3,146.6,36.91,1,0,0,0,C,79,36,0,0,13,128,67.6,64.3,46.11,151.0,159.0,0,1.54,24.64,262.0,0.21,0.27,0.97,1.52,20.0,24,0.4,0.33,Gas,-,Gas,-,-,Electricity from the grid,-,202.0,-,202,-,-,109,-,1.1,-,1.1,-,-,1.9,-,0.0,-,0,-,-,0.6,-,1.1,-,1.1,-,-,2.5,-
2021,Rīgas,town12,county12,1994,195.5,424.3,2.5,169.7,2,1,0,0,F,201.6,156.9,36.44,1,1,0,0,C,90,20,0,0,27,137,67.3,65.1,42.89,122.0,135.0,0,3.76,22.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Zemgales,town2,county2,1997,258.6,569.0,2.4,237.1,2,0,0,0,D,132.1,123.6,5.9,1,1,0,0,B,64,15,5,0,9,93,59.6,39.1,48.22,53.0,70.0,0,0.73,3.09,649.0,0.42,0.29,1.16,0.79,20.0,25,0.7,0.57,Electricity from the grid,-,Electricity from the grid,-,Electricity from the grid,Electricity from the grid,-,109.0,-,109,-,109,109,-,1.9,-,1.9,-,1.9,1.9,-,0.6,-,0.6,-,0.6,0.6,-,2.5,-,2.5,-,2.5,2.5,-
2021,Vidzemes,town108,county31,1950,93.2,233.0,2.5,93.2,1,0,0,0,F,206.91,193.16,8.23,1,0,0,0,C,95,14,0,0,0,109,98.16,97.91,50.82,27.0,163.0,0,0.51,5.43,366.0,0.38,0.38,1.48,1.48,19.0,25,0.36,0.3,Solid biofuel,-,Solid biofuel,-,-,-,-,40.0,-,40,-,-,-,-,0.2,-,0.2,-,-,-,-,1.0,-,1,-,-,-,-,1.2,-,1.2,-,-,-,-
2021,Rīgas,town109,county4,2014,303.29,598.8,3.0,199.6,2,1,0,0,D,136.14,116.29,5.45,1,0,1,1,C,90,20,0,0,0,110,26.29,26.14,22.61,27.0,164.0,0,1.09,5.48,548.0,0.41,0.41,1.13,1.13,20.0,25,0.35,0.3,Solid biofuel,-,Solid biofuel,-,-,-,-,40.0,-,40,-,-,-,-,0.2,-,0.2,-,-,-,-,1.0,-,1,-,-,-,-,1.2,-,1.2,-,-,-,-
2021,Vidzemes,town48,county36,1998,366.4,727.0,2.4,302.9,3,1,0,0,E,156.4,134.9,7.97,1,1,0,0,C,78,22,0,0,0,100,57.0,56.9,42.25,30.0,152.0,0,1.56,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Zemgales,town110,county37,1999,102.4,284.96,2.6,109.6,2,0,1,0,D,157.92,136.82,6.32,1,1,0,0,C,93,21,0,0,0,114,43.82,43.92,32.03,0.0,66.0,0,0.0,0.0,351.0,0.35,0.35,1.1,1.1,20.0,25,0.3,0.3,"Aerothermal, geothermal, hydrothermal and marine energy, hydropower",-,"Aerothermal, geothermal, hydrothermal and marine energy, hydropower",-,-,-,-,0.0,-,0,-,-,-,-,0.0,-,0,-,-,-,-,1.0,-,1,-,-,-,-,1.0,-,1,-,-,-,-
2021,Zemgales,town2,county2,2017,233.7,584.0,2.6,224.75,2,0,0,0,D,123.32,106.02,4.93,1,1,0,0,C,80,17,2,0,0,99,26.02,24.32,24.54,6.0,104.0,0,0.09,0.4,711.0,0.33,0.33,1.05,1.3,19.0,25,0.41,0.12,Electricity from the grid,"Aerothermal, geothermal, hydrothermal and marine energy, hydropower","Aerothermal, geothermal, hydrothermal and marine energy, hydropower",-,Electricity from the grid,-,-,109.0,0,0,-,109,-,-,1.9,0,0,-,1.9,-,-,0.6,1,1,-,0.6,-,-,2.5,1,1,-,2.5,-,-
2021,Kurzemes,town111,county39,1936,71.9,150.0,2.35,64.1,1,0,0,0,C,132.0,94.0,11.0,1,1,1,0,A,47,31,0,0,0,78,47.0,54.0,50.0,84.0,85.0,0,386.15,0.2,206.0,0.34,0.27,1.11,1.24,20.0,24,0.35,0.28,Gas,-,Gas,-,Elektroenerģija ar ēku energoefektivitāti (ĒEE) nesaistītai lietošanai,-,-,202.0,-,202,-,109,-,-,1.1,-,1.1,-,1.9,-,-,0.0,-,0,-,0.6,-,-,1.1,-,1.1,-,2.5,-,-
2021,Kurzemes,town112,county29,1929,114.5,511.0,2.37,114.5,1,0,1,0,F,320.0,286.9,8.19,1,1,0,0,C,87,23,0,0,0,110,199.9,210.0,69.68,41.0,142.0,0,0.51,2.35,622.0,0.35,0.27,0.85,1.11,20.0,0,0.5,0.4,"Aerothermal, geothermal, hydrothermal and marine energy, hydropower",Electricity from the grid,"Aerothermal, geothermal, hydrothermal and marine energy, hydropower",Electricity from the grid,-,-,-,0.0,109,0,109,-,-,-,0.0,1.9,0,1.9,-,-,-,1.0,0.6,1,0.6,-,-,-,1.0,2.5,1,2.5,-,-,-
2021,Zemgales,town2,county2,1978,248.36,745.0,3.0,198.36,3,0,0,1,D,131.77,108.39,5.27,1,1,0,0,C,68,23,0,0,0,92,40.39,39.77,37.26,100.0,100.0,0,0.35,1.43,628.0,0.34,0.3,0.85,0.76,19.0,25,0.4,0.3,Wood/wood waste,-,Wood/wood waste,-,-,-,-,15.6,-,15.6,-,-,-,-,1.1,-,1.1,-,-,-,-,0.0,-,0,-,-,-,-,1.1,-,1.1,-,-,-,-
2021,Rīgas,town113,county3,1985,162.1,362.9,2.3,157.8,2,1,0,1,F,191.0,159.6,8.67,1,0,0,0,C,86,21,0,0,10,116,74.1,75.1,46.43,26.0,150.0,0,0.76,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Kurzemes,town114,county65,1956,143.9,321.0,2.58,124.6,2,1,0,0,C,92.0,72.0,8.6,1,0,0,0,A,40,20,0,0,0,60,32.0,32.0,44.44,18.0,110.0,0,0.46,3.69,317.0,0.26,0.28,0.68,0.87,20.0,21,0.35,0.31,Solid biofuel,-,Solid biofuel,-,-,-,-,40.0,-,40,-,-,-,-,0.2,-,0.2,-,-,-,-,1.0,-,1,-,-,-,-,1.2,-,1.2,-,-,-,-
2021,Kurzemes,town115,county39,1970,75.7,157.3,2.55,61.7,1,0,0,0,D,169.0,130.0,13.0,1,1,0,0,B,70,39,0,4,0,113,60.0,56.0,46.15,82.0,17.0,0,0.3,4.7,228.0,0.33,0.26,1.25,1.34,20.0,24,0.35,0.3,Vides enerģija,-,Electricity from the grid,-,-,-,-,0.0,-,109,-,-,-,-,0.0,-,1.9,-,-,-,-,1.0,-,0.6,-,-,-,-,1.0,-,2.5,-,-,-,-
2021,Vidzemes,town116,county31,1932,129.1,296.93,2.3,129.1,2,0,0,1,D,156.6,126.9,6.8,1,0,0,0,C,88,19,0,0,11,118,38.9,38.6,30.65,141.0,145.0,0,0.32,2.46,425.0,0.2,0.3,0.8,1.1,20.0,20,0.5,0.4,Wood/wood waste,-,Wood/wood waste,-,-,Electricity from the grid,-,15.6,-,15.6,-,-,109,-,1.1,-,1.1,-,-,1.9,-,0.0,-,0,-,-,0.6,-,1.1,-,1.1,-,-,2.5,-
2021,Zemgales,town117,county63,1990,117.1,304.0,2.6,117.1,2,0,1,0,E,201.89,174.7,8.08,1,1,0,0,C,94,27,0,0,0,122,80.7,79.89,46.19,133.0,133.0,0,0.22,1.9,385.0,0.55,0.3,1.8,1.0,18.0,25,0.3,0.3,Wood/wood waste,-,Wood/wood waste,-,-,-,-,15.6,-,15.6,-,-,-,-,1.1,-,1.1,-,-,-,-,0.0,-,0,-,-,-,-,1.1,-,1.1,-,-,-,-
2021,Rīgas,town118,county66,1987,91.4,269.0,2.95,91.4,1,0,0,0,F,333.4,319.9,17.47,1,1,0,0,C,87,30,4,0,0,121,232.9,212.4,72.8,62.0,170.0,0,0.33,3.6,359.0,0.22,0.25,0.97,1.29,20.0,25,0.44,0.12,Electricity from the grid,"Aerothermal, geothermal, hydrothermal and marine energy, hydropower",Electricity from the grid,"Aerothermal, geothermal, hydrothermal and marine energy, hydropower",Electricity from the grid,-,-,109.0,0,109,0,109,-,-,1.9,0,1.9,0,1.9,-,-,0.6,1,0.6,1,0.6,-,-,2.5,1,2.5,1,2.5,-,-
2021,Vidzemes,town119,county32,1980,113.9,217.0,2.36,92.3,2,0,0,0,D,134.0,108.0,9.0,1,0,0,0,B,72,26,0,0,0,98,36.0,36.0,33.33,71.0,197.0,0,0.67,7.23,215.0,0.4,0.28,0.96,0.79,20.0,21,0.35,0.29,Solid biofuel,-,Electricity from the grid,-,-,-,-,40.0,-,109,-,-,-,-,0.2,-,1.9,-,-,-,-,1.0,-,0.6,-,-,-,-,1.2,-,2.5,-,-,-,-
2021,Latgales,town59,county45,2005,208.4,547.0,2.7,202.6,2,0,0,0,C,110.0,85.0,20.0,1,1,0,0,B,59,12,0,1,0,72,26.0,38.0,30.59,20.0,10.0,0,0.7,3.7,471.0,0.39,0.27,0.99,0.91,20.0,24,0.35,0.32,Wood/wood waste,-,Wood/wood waste,-,-,-,-,40.0,-,40,-,-,-,-,0.2,-,0.2,-,-,-,-,1.0,-,1,-,-,-,-,1.2,-,1.2,-,-,-,-
2021,Rīgas,town120,county67,2009,255.9,593.0,2.32,255.9,2,0,0,1,E,122.42,101.44,5.76,0,1,0,0,C,77,21,2,0,0,100,24.44,22.42,24.09,23.0,122.0,0,1.05,4.12,695.0,0.34,0.29,1.0,1.07,20.0,0,0.47,0.32,Solid biofuel,-,Solid biofuel,-,Electricity from the grid,-,-,40.0,-,40,-,109,-,-,0.2,-,0.2,-,1.9,-,-,1.0,-,1,-,0.6,-,-,1.2,-,1.2,-,2.5,-,-
2021,Rīgas,town103,county68,1982,194.6,252.0,2.5,101.1,1,1,0,0,F,313.3,284.4,16.7,1,1,0,0,C,93,30,4,0,0,127,191.4,186.3,67.3,61.0,208.0,0,0.75,7.42,425.0,0.25,0.26,1.14,1.39,19.0,25,0.47,0.11,Electricity from the grid,Solid biofuel,Electricity from the grid,Solid biofuel,Electricity from the grid,-,-,109.0,40,109,40,109,-,-,1.9,0.2,1.9,0.2,1.9,-,-,0.6,1,0.6,1,0.6,-,-,2.5,1.2,2.5,1.2,2.5,-,-
2021,Zemgales,town121,county14,1985,190.8,276.75,2.5,110.7,2,1,1,0,F,183.25,161.99,7.33,1,1,0,0,C,85,27,0,0,0,111,76.99,72.25,47.53,153.0,153.0,0,0.24,2.17,277.0,0.55,0.55,1.4,1.4,19.0,25,0.3,0.3,Wood/wood waste,-,Wood/wood waste,-,-,-,-,15.6,-,15.6,-,-,-,-,1.1,-,1.1,-,-,-,-,0.0,-,0,-,-,-,-,1.1,-,1.1,-,-,-,-
2021,Rīgas,town3,county44,1960,116.71,245.0,2.5,98.23,2,1,0,1,F,297.3,236.9,12.19,1,0,0,0,C,84,29,0,0,31,145,152.9,152.3,64.54,198.0,217.0,0,0.53,5.39,323.0,0.27,0.29,0.96,1.3,20.0,20,0.45,0.38,Wood/wood waste,-,Wood/wood waste,-,-,Electricity from the grid,-,15.6,-,15.6,-,-,109,-,1.1,-,1.1,-,-,1.9,-,0.0,-,0,-,-,0.6,-,1.1,-,1.1,-,-,2.5,-
2021,Zemgales,town2,county2,1987,22.3,60.21,2.7,22.3,1,0,0,0,F,241.0,241.0,17.0,1,1,0,0,C,90,0,0,0,0,90,151.0,151.0,62.66,27.0,165.0,0,0.12,5.52,96.0,0.35,0.37,1.6,1.94,18.5,21.5,0.35,0.32,Solid biofuel,-,-,-,-,-,-,40.0,-,-,-,-,-,-,0.2,-,-,-,-,-,-,1.0,-,-,-,-,-,-,1.2,-,-,-,-,-,-
2021,Rīgas,town122,county3,2007,273.3,644.0,2.8,219.1,2,0,0,0,D,107.82,93.94,21.78,1,1,0,0,C,73,18,0,0,0,91,20.94,16.82,22.29,100.0,100.0,0,1.18,5.11,655.0,0.3,0.31,0.87,0.89,19.0,25,0.38,0.35,Gas,-,Gas,-,-,-,-,56.1,-,56.1,-,-,-,-,1.1,-,1.1,-,-,-,-,0.0,-,0,-,-,-,-,1.1,-,1.1,-,-,-,-
2021,Rīgas,town96,county44,2008,197.7,445.0,2.65,168.3,2,0,0,1,C,117.6,81.0,0.3,1,1,0,1,B,63,21,0,0,15,99,18.0,18.6,22.22,74.0,158.0,0,0.72,4.27,459.0,0.25,0.3,0.7,1.01,20.0,20,0.45,0.41,Electricity from the grid,"Aerothermal, geothermal, hydrothermal and marine energy, hydropower",Electricity from the grid,"Aerothermal, geothermal, hydrothermal and marine energy, hydropower",-,Electricity from the grid,"Aerothermal, geothermal, hydrothermal and marine energy, hydropower",109.0,0,109,0,-,109,0,1.9,0,1.9,0,-,1.9,0,0.6,1,0.6,1,-,0.6,1,2.5,1,2.5,1,-,2.5,1
2021,Zemgales,town2,county2,1947,112.7,259.21,2.3,112.7,2,1,0,0,D,167.0,127.7,32.06,1,0,0,0,C,90,28,0,0,9,127,37.7,40.0,29.52,147.0,153.0,0,2.8,24.84,376.0,0.34,0.28,1.19,1.24,20.0,24,0.41,0.32,Gas,-,Gas,-,-,Electricity from the grid,-,202.0,-,202,-,-,109,-,1.1,-,1.1,-,-,1.9,-,0.0,-,0,-,-,0.6,-,1.1,-,1.1,-,-,2.5,-
2021,Vidzemes,town48,county36,1987,171.9,307.7,2.4,128.2,2,1,0,1,D,149.4,127.9,0.78,1,1,0,0,C,71,22,0,0,0,93,56.6,56.6,44.25,14.0,53.0,0,0.1,0.79,409.0,0.29,0.29,0.98,1.21,20.0,0,0.5,0.41,"Aerothermal, geothermal, hydrothermal and marine energy, hydropower",-,"Aerothermal, geothermal, hydrothermal and marine energy, hydropower",-,-,"Aerothermal, geothermal, hydrothermal and marine energy, hydropower",-,0.0,-,0,-,-,0,-,0.0,-,0,-,-,0,-,1.0,-,1,-,-,1,-,1.0,-,1,-,-,1,-
2021,Rīgas,town12,county12,2004,261.5,502.5,2.5,201.0,2,0,0,0,D,124.6,93.0,22.1,1,1,0,1,B,64,15,0,0,18,96,29.2,28.3,31.4,92.0,102.0,0,3.27,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
